id,batch,reccord_date,tank_id,type_id,ph,nacl_t1,nacl_t2,nacl_t_avr,nacl_p1,nacl_p2,nacl_p_avr,tn_t1,th_t2,tn_t_avr,tn_p1,tn_p2,tn_p_avr,col,alc_t,alc_p,ppm,brix,remask,created_at,updated_at,created_by,updated_by
128,NULL,2023-08-16,7,1,4.95,8.75,8.8,8.78,17.76,17.86,17.81,6.8,6.95,6.88,1.74,1.72,1.73,23,13.55,1.49,12.5,36.2,NULL,2023-10-30,NULL,NULL,NULL
129,NULL,2023-08-17,7,1,4.97,8.75,8.8,8.78,17.76,17.86,17.81,6.45,6.6,6.53,1.79,1.77,1.78,23,12.9,1.64,10.97,35.6,NULL,2023-10-30,NULL,NULL,NULL
130,NULL,2023-08-18,9,1,4.81,8.95,9,8.98,18.17,18.27,18.22,7.95,8.1,8.03,1.57,1.55,1.56,27,12.7,1.68,14.7,35,NULL,2023-10-30,NULL,NULL,NULL
131,NULL,2023-08-19,9,1,4.96,8.9,8.9,8.9,18.07,18.07,18.07,7,6.85,6.93,1.7,1.73,1.72,23,12.55,1.72,13.6,35.4,NULL,2023-10-30,NULL,NULL,NULL
132,NULL,2023-08-21,7,1,4.92,8.95,9,8.98,18.17,18.27,18.22,7.9,8.05,7.98,1.58,1.56,1.57,27,14,1.38,15.2,35.1,NULL,2023-10-30,NULL,NULL,NULL
133,NULL,2023-08-25,9,1,4.95,9,8.95,8.98,18.27,18.17,18.22,7.95,7.95,7.95,1.57,1.57,1.57,27,14.05,1.37,13.7,35,NULL,2023-10-30,NULL,NULL,NULL
134,NULL,2023-05-28,7,1,4.93,9,9.05,9.03,18.27,18.37,18.32,7.6,7.65,7.63,1.63,1.61,1.62,23,13.8,1.43,16.8,37,NULL,2023-10-30,NULL,NULL,NULL
135,NULL,2023-08-31,6,1,4.78,8.2,8.25,8.23,16.65,16.75,16.7,6.8,6.65,6.73,1.74,1.76,1.75,23,14.7,1.22,35.5,16.8,NULL,2023-10-30,NULL,NULL,NULL
136,NULL,2023-09-01,7,1,4.94,8.35,8.35,8.35,16.95,16.95,16.95,6.55,6.7,6.63,1.78,1.76,1.77,33,16.45,0.82,285,36,NULL,2023-10-30,NULL,NULL,NULL
137,NULL,2023-09-02,7,1,4.95,8.8,8.75,8.78,17.86,17.76,17.81,6.85,6.85,6.85,1.72,1.72,1.72,27,14.4,1.29,256,35.8,NULL,2023-10-30,NULL,NULL,NULL
138,NULL,2023-09-04,7,1,4.93,8.8,8.75,8.78,17.86,17.76,17.81,6.85,6.85,6.85,1.72,1.72,1.72,23,13.8,1.43,13.9,36,NULL,2023-10-30,NULL,NULL,NULL
139,NULL,2023-09-09,6,1,4.8,8.3,8.35,8.33,16.85,16.95,16.9,6.75,6.75,6.75,1.73,1.73,1.73,23,14.65,1.24,10.01,35.4,NULL,2023-10-30,NULL,NULL,NULL
140,NULL,2023-09-11,6,1,4.79,8.3,8.3,8.3,16.85,16.85,16.85,6.45,6.55,6.5,1.78,1.76,1.77,23,14.2,1.25,10.54,35.6,NULL,2023-10-30,NULL,NULL,NULL
141,NULL,2023-09-11,7,1,4.78,8.3,8.25,8.28,16.85,18.74,17.8,6.85,8.7,7.78,1.72,1.74,1.73,29,16.65,0.78,169,35.7,NULL,2023-10-30,NULL,NULL,NULL
142,NULL,2023-09-13,10,1,4.78,8.4,8.45,8.43,17.05,17.15,17.1,7.2,7.2,7.2,1.65,1.65,1.65,23,14.15,1.35,339,34.8,NULL,2023-10-30,NULL,NULL,NULL
143,NULL,2023-09-14,6,1,4.59,8.1,8.15,8.13,16.44,16.54,16.49,6.75,6.9,6.83,1.72,1.7,37,37,18.35,0.39,NULL,36.4,NULL,2023-10-30,NULL,NULL,NULL
144,NULL,2023-09-15,8,1,4.81,7.9,7.95,7.93,16.04,16.14,16.09,6.35,6.35,6.35,1.78,1.78,1.78,33,10.55,2.18,440,35.1,NULL,2023-10-30,NULL,NULL,NULL
145,NULL,2023-09-16,7,1,4.7,8.4,8.5,8.45,17.05,17.26,17.16,6.5,6.5,6.5,1.78,1.78,1.78,27,16.05,0.92,220,36.2,NULL,2023-10-30,NULL,NULL,NULL
146,NULL,2023-09-20,7,1,4.75,8.7,8.7,8.7,17.66,17.66,17.66,6.4,6.4,6.4,1.79,1.79,1.79,23,15.1,1.14,202,36.8,NULL,2023-10-30,NULL,NULL,NULL
147,NULL,2023-09-21,6,1,4.8,8.65,8.75,8.7,17.56,17.76,17.66,6.3,6.45,6.38,1.8,1.78,1.79,23,14.9,1.18,14.6,36.4,NULL,2023-10-30,NULL,NULL,NULL
148,NULL,2023-09-23,10,1,4.59,8.05,8.1,8.08,16.34,16.44,16.39,7.2,7.1,7.15,1.67,1.69,1.68,23,14.9,1.18,15.6,36.2,NULL,2023-10-30,NULL,NULL,NULL
149,NULL,2023-09-23,7,1,4.74,8.2,8.2,8.2,16.65,16.65,16.65,6.55,6.4,6.48,1.79,1.77,1.78,23,14.65,1.24,274,35.5,NULL,2023-10-30,NULL,NULL,NULL
150,NULL,2023-09-25,6,1,4.88,8.75,8.8,8.78,17.76,17.86,17.81,6.9,6.75,6.83,1.72,1.74,1.73,19,14,1.39,16.8,35.8,NULL,2023-10-30,NULL,NULL,NULL
151,NULL,2023-09-26,7,1,4.86,8.9,8.8,8.85,18.07,17.86,17.97,6.8,6.95,6.88,1.73,1.71,1.72,23,14.3,1.32,18.6,35.7,NULL,2023-10-30,NULL,NULL,NULL
152,NULL,2023-09-27,6,1,4.64,8.35,8.35,8.35,16.95,16.95,16.95,7.9,7.9,7.9,1.57,1.57,1.57,33,17.1,0.68,131,36,NULL,2023-10-30,NULL,NULL,NULL
153,NULL,2023-09-28,6,1,4.68,8.9,8.95,8.93,18.07,18.17,18.12,8.95,8.95,8.95,1.42,1.42,1.42,37,14.65,1.24,101.8,34.2,NULL,2023-10-30,NULL,NULL,NULL
154,NULL,2023-09-29,10,1,4.78,8.45,8.5,8.48,17.15,17.26,17.21,7.8,7.65,7.73,1.59,1.61,1.6,19,12.6,1.71,438,34.4,NULL,2023-10-30,NULL,NULL,NULL
155,NULL,2023-09-30,6,1,4.8,8.95,9,8.98,18.17,18.27,18.22,7.65,7.65,7.65,1.61,1.61,1.61,23,16.1,0.91,290,35.8,NULL,2023-10-30,NULL,NULL,NULL
156,NULL,2023-10-02,7,1,4.86,9.05,9.1,9.08,18.37,18.47,18.42,7.1,7.1,7.1,1.71,1.71,1.71,23,13.2,1.57,NULL,36,NULL,2023-10-30,NULL,NULL,NULL
157,NULL,2023-10-04,6,1,4.7,9.1,9.1,9.1,18.47,18.47,18.47,9,9.05,9.03,1.43,1.42,1.43,37,14.25,1.33,118,34.3,NULL,2023-10-30,NULL,NULL,NULL
158,NULL,2023-10-05,7,1,4.86,8.9,8.95,8.93,18.07,18.17,18.12,6.7,6.85,6.78,1.76,1.74,1.75,23,14.05,1.38,17.3,35.5,NULL,2023-10-30,NULL,NULL,NULL
159,NULL,2023-10-06,6,1,4.81,9.1,9.1,9.1,18.47,18.47,18.47,7.8,7.95,7.88,1.6,1.58,1.59,27,14.1,1.36,19.3,35.4,NULL,2023-10-30,NULL,NULL,NULL
160,NULL,2023-10-07,10,1,4.74,8.3,8.4,8.35,16.85,17.05,16.95,7.45,7.45,7.45,1.65,1.65,1.65,19,14.5,1.27,NULL,34.6,NULL,2023-10-30,NULL,NULL,NULL
161,NULL,2023-10-09,7,1,4.83,8.8,8.9,8.85,17.86,18.07,17.97,7.3,7.3,7.3,1.67,1.67,1.67,19,14.25,1.33,NULL,35.4,NULL,2023-10-30,NULL,NULL,NULL
162,NULL,2023-10-10,7,1,4.86,8.9,9,8.95,18.07,18.27,18.17,7.15,7.15,7.15,1.7,1.7,1.7,19,14.65,1.24,NULL,35.4,NULL,2023-10-30,NULL,NULL,NULL
163,NULL,2023-10-11,7,1,4.88,8.9,9,8.95,18.07,18.27,18.17,7.1,7.1,7.1,1.69,1.69,1.69,19,14.7,1.23,NULL,36.2,NULL,2023-10-30,NULL,NULL,NULL
164,NULL,2023-10-12,7,1,4.9,9.05,9.1,9.08,18.37,18.47,18.42,6.9,6.9,6.9,1.72,1.72,1.72,19,14.55,1.26,NULL,36,NULL,2023-10-30,NULL,NULL,NULL
165,NULL,2023-10-14,7,1,4.9,9.05,9.05,9.05,18.37,18.37,18.37,6.85,6.85,6.85,1.72,1.72,1.72,21,14.65,1.24,NULL,36.4,NULL,2023-10-30,NULL,NULL,NULL
166,NULL,2023-10-16,10,1,4.77,8.4,8.3,8.35,17.05,16.85,16.95,7.2,7.1,7.15,1.67,1.69,1.68,21,15.1,1.14,NULL,35.3,NULL,2023-10-30,NULL,NULL,NULL
167,NULL,2023-10-17,7,1,4.53,8.45,8.5,8.48,17.05,17.26,17.16,7.8,7.95,7.88,1.6,1.58,1.59,23,16.05,0.92,NULL,35,NULL,2023-10-30,NULL,NULL,NULL
168,NULL,2023-10-18,7,1,4.68,8.6,8.6,8.6,17.46,17.46,17.46,6.9,7.05,6.98,1.73,1.7,1.72,23,15.3,1.09,NULL,36,NULL,2023-10-30,NULL,NULL,NULL
169,NULL,2023-10-18,10,1,4.72,8.4,8.4,8.4,17.05,17.05,17.05,7.2,7.2,7.2,1.68,1.68,1.68,23,14.8,1.2,NULL,35.3,NULL,2023-10-30,NULL,NULL,NULL
170,NULL,2023-10-19,7,1,4.69,8.9,8.95,8.93,18.07,18.17,18.12,9.1,9.25,9.18,1.4,1.38,1.39,37,13.8,1.43,NULL,34,NULL,2023-10-30,NULL,NULL,NULL
171,NULL,2023-10-20,7,1,4.69,9,9.05,9.03,18.27,18.37,18.32,9.15,9,9.08,1.4,1.42,1.41,37,14.65,1.24,NULL,34.3,NULL,2023-10-30,NULL,NULL,NULL
172,NULL,2023-10-21,7,1,4.65,8.8,8.85,8.83,17.86,17.97,17.92,8.1,7.95,8.03,1.55,1.57,1.56,27,14.55,1.19,NULL,35.6,NULL,2023-10-30,NULL,NULL,NULL
